time,P,G(i),H_sun,T2m,WS10m,Int
20160630:1009,33.72,985.45,79.8,29.85,4.89,0.0
20160630:1109,32.78,948.13,69.4,29.62,5.51,0.0
20160630:1209,29.5,841.42,56.96,29.39,6.12,0.0
20160630:1309,23.61,667.47,44.23,28.88,6.29,0.0
20160630:1409,15.77,454.74,31.56,28.36,6.45,0.0
20160630:1509,6.91,231.51,19.12,27.84,6.61,0.0
20160630:1609,0.77,38.68,7.11,26.74,5.78,0.0
20160630:1709,0.0,0.0,0.0,25.63,4.96,0.0
20160630:1809,0.0,0.0,0.0,24.53,4.14,0.0
20160630:1909,0.0,0.0,0.0,24.14,3.66,0.0
20160630:2009,0.0,0.0,0.0,23.76,3.19,0.0
20160630:2109,0.0,0.0,0.0,23.37,2.72,0.0
20160630:2209,0.0,0.0,0.0,23.23,2.53,0.0
20160630:2309,0.0,0.0,0.0,23.08,2.34,0.0
20160701:0009,0.0,0.0,0.0,22.94,2.15,0.0
20160701:0109,0.0,0.0,0.0,23.04,2.07,0.0
20160701:0209,0.0,0.0,0.0,23.13,1.99,0.0
20160701:0309,0.36,21.1,4.93,23.23,1.9,0.0
20160701:0409,3.18,108.75,16.85,24.13,2.09,0.0
20160701:0509,8.72,272.22,29.23,25.03,2.27,0.0
20160701:0609,17.25,497.44,41.87,25.92,2.46,0.0
20160701:0709,22.74,651.37,54.61,26.93,3.03,0.0
20160701:0809,29.64,857.68,67.15,27.94,3.6,0.0
20160701:0909,32.51,949.04,78.27,28.96,4.17,0.0
20160701:1009,33.55,974.83,79.77,28.71,4.82,0.0
20160701:1109,32.79,942.96,69.41,28.46,5.47,0.0
20160701:1209,29.36,832.55,56.98,28.21,6.12,0.0
20160701:1309,23.63,664.34,44.24,27.61,6.18,0.0
20160701:1409,15.8,452.77,31.57,27.01,6.24,0.0
20160701:1509,6.92,229.52,19.13,26.41,6.3,0.0
20160701:1609,0.9,42.29,7.11,25.49,5.46,0.0
20160701:1709,0.0,0.0,0.0,24.58,4.61,0.0
20160701:1809,0.0,0.0,0.0,23.67,3.77,0.0
20160701:1909,0.0,0.0,0.0,23.26,3.22,0.0
20160701:2009,0.0,0.0,0.0,22.84,2.68,0.0
20160701:2109,0.0,0.0,0.0,22.43,2.14,0.0
20160701:2209,0.0,0.0,0.0,22.59,1.93,0.0
20160701:2309,0.0,0.0,0.0,22.75,1.72,0.0
20160702:0009,0.0,0.0,0.0,22.91,1.52,0.0
20160702:0109,0.0,0.0,0.0,22.5,1.56,0.0
20160702:0209,0.0,0.0,0.0,22.09,1.6,0.0
20160702:0309,0.36,21.1,4.86,21.68,1.64,0.0
20160702:0409,3.17,108.53,16.78,22.85,1.62,0.0
20160702:0509,8.72,269.68,29.16,24.01,1.6,0.0
20160702:0609,17.0,491.92,41.8,25.17,1.59,0.0
20160702:0709,24.0,691.7,54.54,26.49,2.17,0.0
20160702:0809,29.1,849.13,67.08,27.8,2.76,0.0
20160702:0909,32.34,953.76,78.19,29.12,3.35,0.0
20160702:1009,33.27,975.36,79.73,29.1,4.15,0.0
20160702:1109,32.25,934.17,69.41,29.08,4.95,0.0
20160702:1209,28.89,824.67,56.99,29.07,5.75,0.0
20160702:1309,23.42,662.25,44.26,28.64,6.03,0.0
20160702:1409,15.68,451.73,31.58,28.22,6.31,0.0
20160702:1509,6.92,231.13,19.14,27.8,6.59,0.0
20160702:1609,0.81,40.16,7.11,26.75,5.68,0.0
20160702:1709,0.0,0.0,0.0,25.7,4.77,0.0
20160702:1809,0.0,0.0,0.0,24.66,3.86,0.0
20160702:1909,0.0,0.0,0.0,24.37,3.06,0.0
20160702:2009,0.0,0.0,0.0,24.09,2.26,0.0
20160702:2109,0.0,0.0,0.0,23.8,1.46,0.0
20160702:2209,0.0,0.0,0.0,23.64,1.71,0.0
20160702:2309,0.0,0.0,0.0,23.47,1.96,0.0
20160703:0009,0.0,0.0,0.0,23.31,2.21,0.0
20160703:0109,0.0,0.0,0.0,23.3,2.2,0.0
20160703:0209,0.0,0.0,0.0,23.3,2.2,0.0
20160703:0309,0.28,18.34,4.78,23.3,2.19,0.0
20160703:0409,2.43,94.8,16.71,24.39,2.4,0.0
20160703:0509,8.66,272.53,29.09,25.48,2.6,0.0
20160703:0609,16.74,483.15,41.73,26.57,2.8,0.0
20160703:0709,23.16,664.89,54.47,27.75,3.21,0.0
20160703:0809,28.03,814.07,67.01,28.93,3.63,0.0
20160703:0909,29.63,868.52,78.11,30.12,4.04,0.0
20160703:1009,31.47,920.7,79.69,30.04,4.58,0.0
20160703:1109,30.37,880.93,69.41,29.96,5.13,0.0
20160703:1209,29.11,834.74,57.0,29.88,5.67,0.0
20160703:1309,23.41,665.53,44.27,29.48,5.73,0.0
20160703:1409,15.7,454.8,31.59,29.09,5.8,0.0
20160703:1509,6.9,231.63,19.14,28.7,5.86,0.0
20160703:1609,0.81,40.43,7.11,27.52,4.82,0.0
20160703:1709,0.0,0.0,0.0,26.34,3.77,0.0
20160703:1809,0.0,0.0,0.0,25.16,2.73,0.0
20160703:1909,0.0,0.0,0.0,25.02,2.23,0.0
20160703:2009,0.0,0.0,0.0,24.89,1.73,0.0
20160703:2109,0.0,0.0,0.0,24.75,1.23,0.0
20160703:2209,0.0,0.0,0.0,24.24,1.6,0.0
20160703:2309,0.0,0.0,0.0,23.72,1.97,0.0
20160704:0009,0.0,0.0,0.0,23.21,2.34,0.0
20160704:0109,0.0,0.0,0.0,23.12,2.29,0.0
20160704:0209,0.0,0.0,0.0,23.04,2.23,0.0
20160704:0309,0.19,14.68,4.7,22.95,2.17,0.0
20160704:0409,3.11,106.63,16.63,24.33,2.44,0.0
20160704:0509,8.41,256.85,29.02,25.71,2.72,0.0
20160704:0609,15.77,455.87,41.66,27.09,2.99,0.0
20160704:0709,22.83,656.06,54.4,28.25,3.4,0.0
20160704:0809,29.06,845.16,66.93,29.41,3.8,0.0
20160704:0909,31.64,930.27,78.02,30.58,4.21,0.0
20160704:1009,31.99,936.43,79.64,30.36,4.79,0.0
20160704:1109,31.4,910.65,69.41,30.15,5.37,0.0
20160704:1209,27.82,796.22,57.0,29.94,5.96,0.0
20160704:1309,23.02,653.41,44.27,29.26,5.9,0.0
20160704:1409,14.44,417.34,31.59,28.58,5.84,0.0
20160704:1509,6.84,225.3,19.14,27.91,5.78,0.0
20160704:1609,0.96,44.35,7.1,26.9,4.81,0.0
20160704:1709,0.0,0.0,0.0,25.9,3.85,0.0
20160704:1809,0.0,0.0,0.0,24.9,2.88,0.0
20160704:1909,0.0,0.0,0.0,24.59,2.46,0.0
20160704:2009,0.0,0.0,0.0,24.28,2.05,0.0
20160704:2109,0.0,0.0,0.0,23.97,1.63,0.0
20160704:2209,0.0,0.0,0.0,23.87,1.91,0.0
20160704:2309,0.0,0.0,0.0,23.77,2.2,0.0
20160705:0009,0.0,0.0,0.0,23.67,2.48,0.0
20160705:0109,0.0,0.0,0.0,23.63,2.34,0.0
20160705:0209,0.0,0.0,0.0,23.6,2.21,0.0
20160705:0309,0.26,17.43,4.62,23.56,2.07,0.0
20160705:0409,3.0,101.62,16.56,24.84,2.28,0.0
20160705:0509,6.37,193.83,28.94,26.12,2.49,0.0
20160705:0609,15.93,461.99,41.59,27.4,2.7,0.0
20160705:0709,23.02,663.87,54.33,28.31,3.0,0.0
20160705:0809,28.66,836.67,66.85,29.21,3.3,0.0
20160705:0909,31.36,925.48,77.92,30.12,3.6,0.0
20160705:1009,30.02,880.05,79.58,29.96,4.14,0.0
20160705:1109,32.12,936.07,69.4,29.8,4.68,0.0
20160705:1209,27.61,792.97,57.0,29.65,5.21,0.0
20160705:1309,19.61,559.18,44.28,29.17,5.3,0.0
20160705:1409,15.67,453.56,31.59,28.69,5.38,0.0
20160705:1509,6.97,232.44,19.14,28.21,5.46,0.0
20160705:1609,0.88,42.31,7.09,27.21,4.65,0.0
20160705:1709,0.0,0.0,0.0,26.21,3.84,0.0
20160705:1809,0.0,0.0,0.0,25.22,3.03,0.0
20160705:1909,0.0,0.0,0.0,24.9,2.47,0.0
20160705:2009,0.0,0.0,0.0,24.59,1.91,0.0
20160705:2109,0.0,0.0,0.0,24.27,1.35,0.0
20160705:2209,0.0,0.0,0.0,24.37,1.34,0.0
20160705:2309,0.0,0.0,0.0,24.47,1.33,0.0
20160706:0009,0.0,0.0,0.0,24.58,1.32,0.0
20160706:0109,0.0,0.0,0.0,23.71,1.54,0.0
20160706:0209,0.0,0.0,0.0,22.85,1.75,0.0
20160706:0309,0.14,12.84,4.53,21.98,1.96,0.0
20160706:0409,3.08,105.49,16.48,23.82,2.01,0.0
20160706:0509,8.56,269.1,28.87,25.66,2.07,0.0
20160706:0609,16.65,485.04,41.52,27.5,2.12,0.0
20160706:0709,23.74,689.85,54.25,28.89,2.51,0.0
20160706:0809,28.53,841.3,66.77,30.28,2.91,0.0
20160706:0909,32.08,959.49,77.82,31.67,3.3,0.0
20160706:1009,33.15,986.98,79.51,31.6,3.95,0.0
20160706:1109,32.15,946.21,69.38,31.54,4.6,0.0
20160706:1209,28.99,840.61,57.0,31.48,5.26,0.0
20160706:1309,23.31,668.66,44.27,30.79,5.34,0.0
20160706:1409,15.73,458.38,31.59,30.1,5.43,0.0
20160706:1509,6.97,234.89,19.13,29.42,5.52,0.0
20160706:1609,0.72,38.66,7.07,28.17,4.52,0.0
20160706:1709,0.0,0.0,0.0,26.92,3.53,0.0
20160706:1809,0.0,0.0,0.0,25.68,2.54,0.0
20160706:1909,0.0,0.0,0.0,25.41,2.17,0.0
20160706:2009,0.0,0.0,0.0,25.13,1.81,0.0
20160706:2109,0.0,0.0,0.0,24.86,1.45,0.0
20160706:2209,0.0,0.0,0.0,24.77,1.51,0.0
20160706:2309,0.0,0.0,0.0,24.67,1.57,0.0
20160707:0009,0.0,0.0,0.0,24.58,1.63,0.0
20160707:0109,0.0,0.0,0.0,24.6,1.42,0.0
20160707:0209,0.0,0.0,0.0,24.63,1.2,0.0
20160707:0309,0.28,18.34,4.44,24.65,0.99,0.0
20160707:0409,1.4,71.76,16.39,25.87,1.28,0.0
20160707:0509,8.38,273.14,28.79,27.09,1.57,0.0
20160707:0609,17.07,500.68,41.44,28.3,1.86,0.0
20160707:0709,23.8,695.74,54.18,29.7,2.34,0.0
20160707:0809,28.9,857.04,66.69,31.1,2.82,0.0
20160707:0909,32.11,964.53,77.72,32.5,3.3,0.0
20160707:1009,33.08,986.75,79.44,32.19,4.05,0.0
20160707:1109,32.17,947.02,69.36,31.88,4.8,0.0
20160707:1209,29.07,841.43,56.99,31.58,5.54,0.0
20160707:1309,23.47,672.14,44.27,30.85,5.63,0.0
20160707:1409,15.86,461.65,31.58,30.12,5.72,0.0
20160707:1509,7.0,235.95,19.11,29.39,5.81,0.0
20160707:1609,0.72,38.83,7.05,28.17,4.85,0.0
20160707:1709,0.0,0.0,0.0,26.95,3.89,0.0
20160707:1809,0.0,0.0,0.0,25.73,2.94,0.0
20160707:1909,0.0,0.0,0.0,25.16,2.6,0.0
20160707:2009,0.0,0.0,0.0,24.59,2.27,0.0
20160707:2109,0.0,0.0,0.0,24.02,1.93,0.0
20160707:2209,0.0,0.0,0.0,23.97,1.96,0.0
20160707:2309,0.0,0.0,0.0,23.92,1.99,0.0
20160708:0009,0.0,0.0,0.0,23.88,2.01,0.0
20160708:0109,0.0,0.0,0.0,23.93,1.73,0.0
20160708:0209,0.0,0.0,0.0,23.99,1.44,0.0
20160708:0309,0.21,15.59,4.35,24.05,1.16,0.0
20160708:0409,3.01,103.62,16.31,25.05,1.41,0.0
20160708:0509,8.43,263.16,28.71,26.05,1.66,0.0
20160708:0609,16.72,486.97,41.36,27.04,1.92,0.0
20160708:0709,22.77,659.73,54.1,28.21,2.43,0.0
20160708:0809,27.87,817.02,66.61,29.38,2.94,0.0
20160708:0909,31.26,926.56,77.61,30.55,3.45,0.0
20160708:1009,33.05,977.44,79.36,30.38,3.95,0.0
20160708:1109,32.03,937.42,69.34,30.21,4.46,0.0
20160708:1209,28.14,811.73,56.98,30.05,4.97,0.0
20160708:1309,23.13,659.12,44.26,29.33,5.26,0.0
20160708:1409,14.76,426.61,31.57,28.62,5.55,0.0
20160708:1509,7.02,233.71,19.1,27.91,5.85,0.0
20160708:1609,0.77,40.09,7.02,26.87,4.95,0.0
20160708:1709,0.0,0.0,0.0,25.84,4.05,0.0
20160708:1809,0.0,0.0,0.0,24.81,3.14,0.0
20160708:1909,0.0,0.0,0.0,24.25,2.75,0.0
20160708:2009,0.0,0.0,0.0,23.69,2.35,0.0
20160708:2109,0.0,0.0,0.0,23.13,1.96,0.0
20160708:2209,0.0,0.0,0.0,23.8,1.57,0.0
20160708:2309,0.0,0.0,0.0,24.46,1.19,0.0
20160709:0009,0.0,0.0,0.0,25.13,0.8,0.0
20160709:0109,0.0,0.0,0.0,24.71,0.64,0.0
20160709:0209,0.0,0.0,0.0,24.3,0.49,0.0
20160709:0309,0.12,11.92,4.26,23.89,0.33,0.0
20160709:0409,2.15,87.33,16.22,24.65,0.39,0.0
20160709:0509,8.42,270.41,28.63,25.41,0.44,0.0
20160709:0609,16.87,496.5,41.29,26.16,0.5,0.0
20160709:0709,23.68,695.2,54.02,27.6,1.18,0.0
20160709:0809,28.83,857.6,66.52,29.04,1.86,0.0
20160709:0909,31.96,959.88,77.5,30.49,2.54,0.0
20160709:1009,33.13,988.48,79.28,30.46,3.3,0.0
20160709:1109,32.23,948.81,69.31,30.44,4.06,0.0
20160709:1209,29.14,843.27,56.97,30.42,4.83,0.0
20160709:1309,23.57,673.93,44.25,29.98,5.16,0.0
20160709:1409,15.87,460.72,31.55,29.55,5.49,0.0
20160709:1509,7.07,237.41,19.07,29.12,5.82,0.0
20160709:1609,0.76,40.22,6.99,27.88,5.15,0.0
20160709:1709,0.0,0.0,0.0,26.65,4.49,0.0
20160709:1809,0.0,0.0,0.0,25.42,3.82,0.0
20160709:1909,0.0,0.0,0.0,24.84,3.39,0.0
20160709:2009,0.0,0.0,0.0,24.25,2.96,0.0
20160709:2109,0.0,0.0,0.0,23.67,2.52,0.0
20160709:2209,0.0,0.0,0.0,23.83,2.2,0.0
20160709:2309,0.0,0.0,0.0,23.99,1.88,0.0
20160710:0009,0.0,0.0,0.0,24.16,1.56,0.0
20160710:0109,0.0,0.0,0.0,24.2,1.31,0.0
20160710:0209,0.0,0.0,0.0,24.24,1.06,0.0
20160710:0309,0.21,15.59,4.17,24.28,0.81,0.0
20160710:0409,2.66,97.73,16.14,25.14,0.88,0.0
20160710:0509,8.36,262.22,28.54,26.0,0.94,0.0
20160710:0609,16.28,477.72,41.21,26.86,1.01,0.0
20160710:0709,23.46,685.93,53.94,28.3,1.72,0.0
20160710:0809,28.44,841.28,66.43,29.74,2.43,0.0
20160710:0909,31.07,927.14,77.38,31.19,3.14,0.0
20160710:1009,31.86,943.43,79.18,31.09,4.0,0.0
20160710:1109,30.96,905.44,69.27,30.99,4.86,0.0
20160710:1209,28.67,826.05,56.95,30.89,5.72,0.0
20160710:1309,23.55,671.14,44.23,30.26,6.0,0.0
20160710:1409,15.84,459.01,31.53,29.64,6.27,0.0
20160710:1509,7.05,235.16,19.05,29.02,6.54,0.0
20160710:1609,0.78,40.53,6.96,27.92,5.71,0.0
20160710:1709,0.0,0.0,0.0,26.83,4.87,0.0
20160710:1809,0.0,0.0,0.0,25.74,4.04,0.0
20160710:1909,0.0,0.0,0.0,25.3,3.44,0.0
20160710:2009,0.0,0.0,0.0,24.86,2.85,0.0
20160710:2109,0.0,0.0,0.0,24.42,2.25,0.0
20160710:2209,0.0,0.0,0.0,24.7,1.98,0.0
20160710:2309,0.0,0.0,0.0,24.98,1.71,0.0
20160711:0009,0.0,0.0,0.0,25.26,1.43,0.0
20160711:0109,0.0,0.0,0.0,24.82,1.43,0.0
20160711:0209,0.0,0.0,0.0,24.39,1.43,0.0
20160711:0309,0.23,16.51,4.07,23.95,1.42,0.0
20160711:0409,1.66,76.06,16.05,25.13,1.41,0.0
20160711:0509,8.37,264.02,28.46,26.3,1.39,0.0
20160711:0609,16.2,475.09,41.13,27.47,1.38,0.0
20160711:0709,23.42,683.06,53.86,28.88,2.16,0.0
20160711:0809,28.94,853.32,66.34,30.29,2.94,0.0
20160711:0909,32.28,960.78,77.26,31.71,3.72,0.0
20160711:1009,33.45,989.39,79.08,31.51,4.55,0.0
20160711:1109,32.67,954.52,69.23,31.32,5.38,0.0
20160711:1209,29.38,845.28,56.92,31.13,6.21,0.0
20160711:1309,23.69,674.87,44.21,30.48,6.31,0.0
20160711:1409,16.02,464.12,31.51,29.84,6.42,0.0
20160711:1509,7.1,237.89,19.02,29.2,6.52,0.0
20160711:1609,0.77,40.63,6.92,27.99,5.63,0.0
20160711:1709,0.0,0.0,0.0,26.78,4.74,0.0
20160711:1809,0.0,0.0,0.0,25.58,3.85,0.0
20160711:1909,0.0,0.0,0.0,24.98,3.33,0.0
20160711:2009,0.0,0.0,0.0,24.39,2.82,0.0
20160711:2109,0.0,0.0,0.0,23.79,2.3,0.0
20160711:2209,0.0,0.0,0.0,24.03,2.05,0.0
20160711:2309,0.0,0.0,0.0,24.27,1.79,0.0
20160712:0009,0.0,0.0,0.0,24.52,1.53,0.0
20160712:0109,0.0,0.0,0.0,24.55,1.4,0.0
20160712:0209,0.0,0.0,0.0,24.58,1.27,0.0
20160712:0309,0.21,15.59,3.97,24.61,1.14,0.0
20160712:0409,2.45,92.78,15.96,25.47,1.09,0.0
20160712:0509,8.31,269.6,28.37,26.33,1.04,0.0
20160712:0609,16.87,496.36,41.04,27.18,0.99,0.0
20160712:0709,23.72,694.74,53.78,28.71,1.72,0.0
20160712:0809,28.9,857.32,66.25,30.24,2.46,0.0
20160712:0909,32.23,966.12,77.14,31.78,3.19,0.0
20160712:1009,33.26,990.46,78.98,31.78,4.04,0.0
20160712:1109,32.49,955.6,69.19,31.79,4.9,0.0
20160712:1209,29.2,845.35,56.89,31.8,5.75,0.0
20160712:1309,23.49,672.18,44.18,31.25,6.16,0.0
20160712:1409,15.9,462.47,31.48,30.7,6.56,0.0
20160712:1509,7.07,237.37,18.98,30.15,6.97,0.0
20160712:1609,0.74,40.02,6.87,28.95,6.18,0.0
20160712:1709,0.0,0.0,0.0,27.75,5.39,0.0
20160712:1809,0.0,0.0,0.0,26.55,4.61,0.0
20160712:1909,0.0,0.0,0.0,26.16,4.01,0.0
20160712:2009,0.0,0.0,0.0,25.77,3.42,0.0
20160712:2109,0.0,0.0,0.0,25.38,2.83,0.0
20160712:2209,0.0,0.0,0.0,25.2,2.53,0.0
20160712:2309,0.0,0.0,0.0,25.02,2.23,0.0
20160713:0009,0.0,0.0,0.0,24.84,1.93,0.0
20160713:0109,0.0,0.0,0.0,24.45,1.83,0.0
20160713:0209,0.0,0.0,0.0,24.07,1.74,0.0
20160713:0309,0.21,15.59,3.87,23.69,1.64,0.0
20160713:0409,1.57,73.21,15.86,24.96,1.51,0.0
20160713:0509,8.28,268.69,28.29,26.23,1.37,0.0
20160713:0609,16.55,486.07,40.96,27.49,1.24,0.0
20160713:0709,23.77,694.68,53.69,29.01,2.03,0.0
20160713:0809,28.89,854.22,66.15,30.53,2.82,0.0
20160713:0909,32.22,961.84,77.01,32.05,3.61,0.0
20160713:1009,33.54,996.16,78.86,31.95,4.4,0.0
20160713:1109,32.6,956.75,69.13,31.85,5.18,0.0
20160713:1209,29.29,846.5,56.86,31.75,5.96,0.0
20160713:1309,23.71,677.03,44.15,30.87,6.27,0.0
20160713:1409,16.05,465.11,31.45,29.99,6.57,0.0
20160713:1509,7.11,237.33,18.94,29.11,6.88,0.0
20160713:1609,0.72,39.31,6.82,27.97,6.06,0.0
20160713:1709,0.0,0.0,0.0,26.83,5.25,0.0
20160713:1809,0.0,0.0,0.0,25.7,4.43,0.0
20160713:1909,0.0,0.0,0.0,25.34,3.84,0.0
20160713:2009,0.0,0.0,0.0,24.99,3.26,0.0
20160713:2109,0.0,0.0,0.0,24.63,2.68,0.0
20160713:2209,0.0,0.0,0.0,24.49,2.44,0.0
20160713:2309,0.0,0.0,0.0,24.34,2.21,0.0
20160714:0009,0.0,0.0,0.0,24.2,1.97,0.0
20160714:0109,0.0,0.0,0.0,23.98,1.85,0.0
20160714:0209,0.0,0.0,0.0,23.77,1.73,0.0
20160714:0309,0.08,10.09,3.77,23.55,1.61,0.0
20160714:0409,2.78,98.68,15.77,24.86,1.6,0.0
20160714:0509,8.23,255.96,28.2,26.17,1.6,0.0
20160714:0609,16.05,469.58,40.88,27.47,1.59,0.0
20160714:0709,21.69,631.04,53.61,28.78,2.32,0.0
20160714:0809,27.02,793.41,66.05,30.09,3.05,0.0
20160714:0909,31.93,947.74,76.88,31.41,3.78,0.0
20160714:1009,32.59,960.6,78.74,31.19,4.62,0.0
20160714:1109,31.66,922.12,69.08,30.97,5.46,0.0
20160714:1209,29.54,847.68,56.82,30.75,6.3,0.0
20160714:1309,23.72,674.37,44.12,30.06,6.32,0.0
20160714:1409,16.09,465.15,31.41,29.37,6.33,0.0
20160714:1509,7.12,237.32,18.9,28.68,6.34,0.0
20160714:1609,0.76,40.38,6.77,27.68,5.69,0.0
20160714:1709,0.0,0.0,0.0,26.69,5.03,0.0
20160714:1809,0.0,0.0,0.0,25.7,4.37,0.0
20160714:1909,0.0,0.0,0.0,25.44,3.89,0.0
20160714:2009,0.0,0.0,0.0,25.18,3.4,0.0
20160714:2109,0.0,0.0,0.0,24.92,2.91,0.0
20160714:2209,0.0,0.0,0.0,24.74,2.59,0.0
20160714:2309,0.0,0.0,0.0,24.55,2.28,0.0
20160715:0009,0.0,0.0,0.0,24.37,1.96,0.0
20160715:0109,0.0,0.0,0.0,24.65,1.58,0.0
20160715:0209,0.0,0.0,0.0,24.94,1.2,0.0
20160715:0309,0.16,13.76,3.66,25.22,0.81,0.0
20160715:0409,1.79,77.79,15.67,25.99,0.9,0.0
20160715:0509,8.22,267.43,28.11,26.75,0.98,0.0
20160715:0609,16.85,496.18,40.79,27.51,1.06,0.0
20160715:0709,23.81,697.47,53.52,28.92,1.8,0.0
20160715:0809,28.95,858.45,65.95,30.33,2.53,0.0
20160715:0909,32.31,967.51,76.74,31.75,3.27,0.0
20160715:1009,33.6,997.53,78.61,31.67,4.32,0.0
20160715:1109,32.74,958.15,69.01,31.59,5.37,0.0
20160715:1209,29.45,847.91,56.78,31.51,6.41,0.0
20160715:1309,23.73,674.55,44.08,30.5,6.82,0.0
20160715:1409,16.08,463.62,31.37,29.49,7.23,0.0
20160715:1509,7.14,236.81,18.85,28.48,7.64,0.0
20160715:1609,0.77,40.56,6.71,27.4,6.72,0.0
20160715:1709,0.0,0.0,0.0,26.33,5.79,0.0
20160715:1809,0.0,0.0,0.0,25.26,4.87,0.0
20160715:1909,0.0,0.0,0.0,24.98,4.04,0.0
20160715:2009,0.0,0.0,0.0,24.7,3.21,0.0
20160715:2109,0.0,0.0,0.0,24.42,2.39,0.0
20160715:2209,0.0,0.0,0.0,24.29,2.34,0.0
20160715:2309,0.0,0.0,0.0,24.15,2.3,0.0
20160716:0009,0.0,0.0,0.0,24.02,2.26,0.0
20160716:0109,0.0,0.0,0.0,23.96,2.0,0.0
20160716:0209,0.0,0.0,0.0,23.9,1.75,0.0
20160716:0309,0.14,12.84,3.56,23.84,1.49,0.0
20160716:0409,1.84,78.35,15.58,25.0,1.66,0.0
20160716:0509,8.23,257.88,28.02,26.16,1.84,0.0
20160716:0609,15.23,443.55,40.7,27.31,2.01,0.0
20160716:0709,21.49,621.64,53.43,28.52,2.77,0.0
20160716:0809,26.79,781.15,65.85,29.73,3.52,0.0
20160716:0909,32.53,958.9,76.6,30.95,4.28,0.0
20160716:1009,33.68,988.47,78.48,30.7,4.95,0.0
20160716:1109,32.84,953.63,68.95,30.45,5.63,0.0
20160716:1209,29.5,844.31,56.73,30.2,6.3,0.0
20160716:1309,23.71,671.95,44.04,29.46,6.38,0.0
20160716:1409,16.05,462.05,31.32,28.72,6.45,0.0
20160716:1509,7.14,236.3,18.8,27.98,6.52,0.0
20160716:1609,0.78,40.69,6.65,26.91,5.65,0.0
20160716:1709,0.0,0.0,0.0,25.85,4.77,0.0
20160716:1809,0.0,0.0,0.0,24.79,3.89,0.0
20160716:1909,0.0,0.0,0.0,24.4,3.36,0.0
20160716:2009,0.0,0.0,0.0,24.02,2.82,0.0
20160716:2109,0.0,0.0,0.0,23.63,2.29,0.0
20160716:2209,0.0,0.0,0.0,23.51,2.29,0.0
20160716:2309,0.0,0.0,0.0,23.39,2.28,0.0
20160717:0009,0.0,0.0,0.0,23.28,2.28,0.0
20160717:0109,0.0,0.0,0.0,23.32,2.23,0.0
20160717:0209,0.0,0.0,0.0,23.37,2.17,0.0
20160717:0309,0.1,11.01,3.45,23.41,2.12,0.0
20160717:0409,2.65,91.02,15.48,24.6,2.53,0.0
20160717:0509,8.28,258.65,27.93,25.78,2.94,0.0
20160717:0609,17.0,490.11,40.61,26.96,3.35,0.0
20160717:0709,24.12,688.38,53.34,27.94,3.94,0.0
20160717:0809,28.42,818.95,65.75,28.92,4.54,0.0
20160717:0909,32.67,950.27,76.45,29.91,5.13,0.0
20160717:1009,33.73,978.34,78.33,29.59,5.65,0.0
20160717:1109,33.05,950.12,68.87,29.27,6.17,0.0
20160717:1209,29.62,840.74,56.68,28.96,6.69,0.0
20160717:1309,23.35,657.69,43.99,28.36,6.58,0.0
20160717:1409,15.47,443.42,31.27,27.76,6.48,0.0
20160717:1509,6.87,223.1,18.74,27.17,6.37,0.0
20160717:1609,0.93,43.73,6.58,26.39,5.75,0.0
20160717:1709,0.0,0.0,0.0,25.61,5.12,0.0
20160717:1809,0.0,0.0,0.0,24.84,4.5,0.0
20160717:1909,0.0,0.0,0.0,24.91,4.16,0.0
20160717:2009,0.0,0.0,0.0,24.99,3.82,0.0
20160717:2109,0.0,0.0,0.0,25.06,3.48,0.0
20160717:2209,0.0,0.0,0.0,25.32,3.48,0.0
20160717:2309,0.0,0.0,0.0,25.58,3.48,0.0
20160718:0009,0.0,0.0,0.0,25.85,3.48,0.0
20160718:0109,0.0,0.0,0.0,25.6,3.31,0.0
20160718:0209,0.0,0.0,0.0,25.35,3.14,0.0
20160718:0309,0.0,3.67,3.34,25.1,2.97,0.0
20160718:0409,0.6,29.55,15.38,25.67,2.97,0.0
20160718:0509,6.08,185.91,27.84,26.24,2.98,0.0
20160718:0609,15.86,457.86,40.53,26.81,2.99,0.0
20160718:0709,22.16,634.31,53.25,27.64,3.51,0.0
20160718:0809,28.22,814.78,65.64,28.47,4.02,0.0
20160718:0909,29.18,847.49,76.3,29.31,4.54,0.0
20160718:1009,34.09,990.09,78.19,28.98,5.16,0.0
20160718:1109,33.23,955.32,68.79,28.66,5.79,0.0
20160718:1209,29.85,845.97,56.62,28.34,6.41,0.0
20160718:1309,24.06,676.32,43.94,27.96,6.43,0.0
20160718:1409,16.31,466.76,31.22,27.58,6.45,0.0
20160718:1509,7.22,238.65,18.68,27.2,6.47,0.0
20160718:1609,0.72,39.19,6.51,26.37,5.68,0.0
20160718:1709,0.0,0.0,0.0,25.54,4.9,0.0
20160718:1809,0.0,0.0,0.0,24.72,4.11,0.0
20160718:1909,0.0,0.0,0.0,24.52,3.63,0.0
20160718:2009,0.0,0.0,0.0,24.33,3.14,0.0
20160718:2109,0.0,0.0,0.0,24.13,2.66,0.0
20160718:2209,0.0,0.0,0.0,24.15,2.67,0.0
20160718:2309,0.0,0.0,0.0,24.17,2.68,0.0
20160719:0009,0.0,0.0,0.0,24.2,2.69,0.0
20160719:0109,0.0,0.0,0.0,24.19,2.6,0.0
20160719:0209,0.0,0.0,0.0,24.18,2.51,0.0
20160719:0309,0.0,1.83,3.23,24.17,2.43,0.0
