time,P,G(i),H_sun,T2m,WS10m,Int
20160715:0809,29.5,865.49,65.97,28.63,2.71,0.0
20160715:0909,32.49,961.74,76.6,29.49,3.24,0.0
20160715:1009,33.86,996.79,78.31,29.46,4.06,0.0
20160715:1109,32.94,957.86,68.79,29.43,4.88,0.0
20160715:1209,29.62,847.76,56.62,29.41,5.7,0.0
20160715:1309,23.98,678.1,43.96,28.75,6.11,0.0
20160715:1409,16.22,465.6,31.29,28.1,6.52,0.0
20160715:1509,7.13,235.31,18.81,27.44,6.94,0.0
20160715:1609,0.73,39.24,6.71,26.94,6.52,0.0
20160715:1709,0.0,0.0,0.0,26.43,6.11,0.0
20160715:1809,0.0,0.0,0.0,25.92,5.7,0.0
20160715:1909,0.0,0.0,0.0,25.68,5.09,0.0
20160715:2009,0.0,0.0,0.0,25.44,4.49,0.0
20160715:2109,0.0,0.0,0.0,25.2,3.89,0.0
20160715:2209,0.0,0.0,0.0,25.02,3.79,0.0
20160715:2309,0.0,0.0,0.0,24.85,3.69,0.0
20160716:0009,0.0,0.0,0.0,24.68,3.59,0.0
20160716:0109,0.0,0.0,0.0,24.63,3.16,0.0
20160716:0209,0.0,0.0,0.0,24.58,2.74,0.0
20160716:0309,0.14,12.8,3.77,24.53,2.32,0.0
20160716:0409,2.81,96.73,15.76,25.26,2.28,0.0
20160716:0509,8.21,256.19,28.18,25.99,2.24,0.0
20160716:0609,15.57,451.72,40.83,26.73,2.21,0.0
20160716:0709,21.27,611.07,53.51,27.38,2.89,0.0
20160716:0809,29.61,857.52,65.87,28.03,3.57,0.0
20160716:0909,32.23,938.82,76.46,28.69,4.25,0.0
20160716:1009,33.98,987.78,78.17,28.49,4.79,0.0
20160716:1109,33.27,958.15,68.72,28.29,5.33,0.0
20160716:1209,29.59,840.32,56.57,28.1,5.88,0.0
20160716:1309,24.1,678.33,43.92,27.71,6.01,0.0
20160716:1409,16.21,464.11,31.24,27.33,6.15,0.0
20160716:1509,7.14,234.81,18.76,26.94,6.29,0.0
20160716:1609,0.77,40.19,6.64,26.45,5.75,0.0
20160716:1709,0.0,0.0,0.0,25.95,5.21,0.0
20160716:1809,0.0,0.0,0.0,25.45,4.68,0.0
20160716:1909,0.0,0.0,0.0,25.1,4.18,0.0
20160716:2009,0.0,0.0,0.0,24.75,3.69,0.0
20160716:2109,0.0,0.0,0.0,24.41,3.2,0.0
20160716:2209,0.0,0.0,0.0,24.25,3.2,0.0
20160716:2309,0.0,0.0,0.0,24.1,3.21,0.0
20160717:0009,0.0,0.0,0.0,23.94,3.21,0.0
20160717:0109,0.0,0.0,0.0,23.99,3.07,0.0
20160717:0209,0.0,0.0,0.0,24.04,2.92,0.0
20160717:0309,0.08,10.06,3.67,24.1,2.77,0.0
20160717:0409,2.8,96.48,15.66,24.86,3.01,0.0
20160717:0509,8.24,263.4,28.09,25.62,3.24,0.0
20160717:0609,16.87,484.92,40.74,26.38,3.48,0.0
20160717:0709,24.22,687.5,53.42,26.8,3.97,0.0
20160717:0809,29.13,832.98,65.76,27.22,4.46,0.0
20160717:0909,33.1,953.39,76.31,27.65,4.95,0.0
20160717:1009,34.18,983.39,78.03,27.38,5.31,0.0
20160717:1109,33.44,954.71,68.65,27.12,5.68,0.0
20160717:1209,29.5,831.78,56.52,26.86,6.04,0.0
20160717:1309,23.47,657.42,43.87,26.62,5.96,0.0
20160717:1409,15.68,447.34,31.19,26.38,5.89,0.0
20160717:1509,7.08,231.38,18.7,26.13,5.81,0.0
20160717:1609,0.8,40.45,6.57,25.92,5.38,0.0
20160717:1709,0.0,0.0,0.0,25.71,4.96,0.0
20160717:1809,0.0,0.0,0.0,25.5,4.54,0.0
20160717:1909,0.0,0.0,0.0,25.61,4.32,0.0
20160717:2009,0.0,0.0,0.0,25.72,4.1,0.0
20160717:2109,0.0,0.0,0.0,25.84,3.88,0.0
20160717:2209,0.0,0.0,0.0,26.06,3.87,0.0
20160717:2309,0.0,0.0,0.0,26.29,3.86,0.0
20160718:0009,0.0,0.0,0.0,26.51,3.85,0.0
20160718:0109,0.0,0.0,0.0,26.27,3.57,0.0
20160718:0209,0.0,0.0,0.0,26.03,3.3,0.0
20160718:0309,0.0,1.83,3.55,25.79,3.02,0.0
20160718:0409,0.68,32.35,15.56,25.93,2.87,0.0
20160718:0509,4.41,139.04,27.99,26.08,2.72,0.0
20160718:0609,15.8,456.02,40.65,26.23,2.57,0.0
20160718:0709,23.15,660.23,53.33,26.5,3.22,0.0
20160718:0809,28.1,805.3,65.65,26.77,3.88,0.0
20160718:0909,30.67,881.79,76.16,27.05,4.54,0.0
20160718:1009,33.73,968.47,77.88,26.78,5.14,0.0
20160718:1109,33.73,959.92,68.56,26.51,5.74,0.0
20160718:1209,30.14,845.9,56.46,26.24,6.34,0.0
20160718:1309,24.23,676.12,43.82,26.21,6.23,0.0
20160718:1409,16.41,467.21,31.14,26.19,6.11,0.0
20160718:1509,7.2,237.15,18.63,26.16,5.99,0.0
20160718:1609,0.68,37.9,6.5,25.9,5.38,0.0
20160718:1709,0.0,0.0,0.0,25.64,4.77,0.0
20160718:1809,0.0,0.0,0.0,25.38,4.17,0.0
20160718:1909,0.0,0.0,0.0,25.22,3.78,0.0
20160718:2009,0.0,0.0,0.0,25.06,3.39,0.0
20160718:2109,0.0,0.0,0.0,24.91,3.01,0.0
20160718:2209,0.0,0.0,0.0,24.89,3.14,0.0
20160718:2309,0.0,0.0,0.0,24.88,3.28,0.0
20160719:0009,0.0,0.0,0.0,24.86,3.42,0.0
20160719:0109,0.0,0.0,0.0,24.86,3.15,0.0
20160719:0209,0.0,0.0,0.0,24.86,2.88,0.0
20160719:0309,0.0,1.83,3.44,24.86,2.61,0.0
20160719:0409,2.53,91.85,15.46,24.93,2.53,0.0
20160719:0509,8.23,261.65,27.9,25.0,2.46,0.0
20160719:0609,16.56,476.07,40.56,25.07,2.39,0.0
20160719:0709,24.59,699.04,53.23,25.3,2.87,0.0
20160719:0809,29.27,838.57,65.54,25.54,3.35,0.0
20160719:0909,33.43,964.99,76.01,25.78,3.83,0.0
20160719:1009,32.58,938.6,77.72,25.9,4.17,0.0
20160719:1109,32.98,945.76,68.48,26.02,4.51,0.0
20160719:1209,29.72,842.4,56.4,26.15,4.84,0.0
20160719:1309,23.39,658.94,43.76,26.23,4.61,0.0
20160719:1409,15.23,436.53,31.07,26.31,4.38,0.0
20160719:1509,6.99,228.27,18.57,26.38,4.15,0.0
20160719:1609,0.92,40.68,6.42,26.14,3.41,0.0
20160719:1709,0.0,0.0,0.0,25.89,2.67,0.0
20160719:1809,0.0,0.0,0.0,25.65,1.93,0.0
20160719:1909,0.0,0.0,0.0,25.27,1.92,0.0
20160719:2009,0.0,0.0,0.0,24.9,1.9,0.0
20160719:2109,0.0,0.0,0.0,24.53,1.89,0.0
20160719:2209,0.0,0.0,0.0,24.78,2.08,0.0
20160719:2309,0.0,0.0,0.0,25.03,2.28,0.0
20160720:0009,0.0,0.0,0.0,25.28,2.47,0.0
20160720:0109,0.0,0.0,0.0,25.12,2.35,0.0
20160720:0209,0.0,0.0,0.0,24.96,2.24,0.0
20160720:0309,0.0,0.91,3.33,24.81,2.12,0.0
20160720:0409,2.71,93.84,15.36,25.4,2.45,0.0
20160720:0509,8.18,260.0,27.8,26.0,2.78,0.0
20160720:0609,16.75,482.82,40.47,26.6,3.1,0.0
20160720:0709,23.45,669.24,53.14,27.09,3.45,0.0
20160720:0809,29.25,843.05,65.43,27.58,3.8,0.0
20160720:0909,32.36,940.96,75.85,28.07,4.15,0.0
20160720:1009,33.36,970.19,77.56,28.02,4.45,0.0
20160720:1109,32.42,936.34,68.38,27.98,4.74,0.0
20160720:1209,27.81,793.2,56.33,27.94,5.03,0.0
20160720:1309,23.17,656.29,43.7,27.77,4.97,0.0
20160720:1409,15.26,439.44,31.01,27.6,4.91,0.0
20160720:1509,6.87,224.56,18.49,27.42,4.84,0.0
20160720:1609,0.8,40.67,6.34,27.12,4.19,0.0
20160720:1709,0.0,0.0,0.0,26.81,3.54,0.0
20160720:1809,0.0,0.0,0.0,26.5,2.9,0.0
20160720:1909,0.0,0.0,0.0,26.46,2.68,0.0
20160720:2009,0.0,0.0,0.0,26.42,2.46,0.0
20160720:2109,0.0,0.0,0.0,26.38,2.25,0.0
20160720:2209,0.0,0.0,0.0,26.14,2.29,0.0
20160720:2309,0.0,0.0,0.0,25.91,2.34,0.0
20160721:0009,0.0,0.0,0.0,25.67,2.39,0.0
20160721:0109,0.0,0.0,0.0,25.9,2.28,0.0
20160721:0209,0.0,0.0,0.0,26.13,2.17,0.0
20160721:0309,0.02,7.31,3.21,26.37,2.06,0.0
20160721:0409,2.63,93.64,15.26,26.63,2.2,0.0
20160721:0509,8.08,261.86,27.71,26.89,2.35,0.0
20160721:0609,16.92,491.24,40.37,27.16,2.5,0.0
20160721:0709,23.8,684.66,53.04,27.79,2.93,0.0
20160721:0809,29.3,851.8,65.32,28.42,3.37,0.0
20160721:0909,32.91,965.95,75.68,29.05,3.81,0.0
20160721:1009,34.18,1002.31,77.39,28.83,4.18,0.0
20160721:1109,33.16,963.47,68.28,28.61,4.56,0.0
20160721:1209,29.62,848.32,56.25,28.39,4.94,0.0
20160721:1309,24.08,685.15,43.63,28.4,4.69,0.0
20160721:1409,16.08,465.36,30.94,28.42,4.45,0.0
20160721:1509,7.08,235.97,18.42,28.43,4.21,0.0
20160721:1609,0.69,38.09,6.25,28.03,3.8,0.0
20160721:1709,0.0,0.0,0.0,27.63,3.4,0.0
20160721:1809,0.0,0.0,0.0,27.23,2.99,0.0
20160721:1909,0.0,0.0,0.0,26.97,2.78,0.0
20160721:2009,0.0,0.0,0.0,26.71,2.57,0.0
20160721:2109,0.0,0.0,0.0,26.45,2.36,0.0
20160721:2209,0.0,0.0,0.0,26.03,2.18,0.0
20160721:2309,0.0,0.0,0.0,25.62,2.01,0.0
20160722:0009,0.0,0.0,0.0,25.2,1.83,0.0
20160722:0109,0.0,0.0,0.0,24.8,1.95,0.0
20160722:0209,0.0,0.0,0.0,24.39,2.06,0.0
20160722:0309,0.0,0.0,0.0,23.99,2.18,0.0
20160722:0409,2.64,91.27,15.15,25.04,1.79,0.0
20160722:0509,8.11,257.07,27.61,26.09,1.41,0.0
20160722:0609,16.46,483.81,40.28,27.15,1.02,0.0
20160722:0709,23.97,700.09,52.95,27.71,1.57,0.0
20160722:0809,29.42,868.97,65.2,28.27,2.12,0.0
20160722:0909,32.49,966.51,75.51,28.83,2.68,0.0
20160722:1009,33.98,1002.88,77.22,28.51,3.49,0.0
20160722:1109,32.64,948.27,68.17,28.19,4.3,0.0
20160722:1209,29.3,835.87,56.17,27.87,5.12,0.0
20160722:1309,24.03,678.84,43.56,27.4,5.07,0.0
20160722:1409,16.15,462.96,30.86,26.94,5.02,0.0
20160722:1509,6.08,193.66,18.33,26.47,4.97,0.0
20160722:1609,0.79,39.93,6.16,26.05,4.71,0.0
20160722:1709,0.0,0.0,0.0,25.63,4.45,0.0
20160722:1809,0.0,0.0,0.0,25.21,4.19,0.0
20160722:1909,0.0,0.0,0.0,25.06,3.89,0.0
20160722:2009,0.0,0.0,0.0,24.91,3.6,0.0
20160722:2109,0.0,0.0,0.0,24.76,3.3,0.0
20160722:2209,0.0,0.0,0.0,24.62,3.08,0.0
20160722:2309,0.0,0.0,0.0,24.48,2.86,0.0
20160723:0009,0.0,0.0,0.0,24.34,2.63,0.0
20160723:0109,0.0,0.0,0.0,24.13,2.6,0.0
20160723:0209,0.0,0.0,0.0,23.92,2.57,0.0
20160723:0309,0.0,0.0,0.0,23.72,2.54,0.0
20160723:0409,2.02,79.92,15.05,24.29,2.27,0.0
20160723:0509,8.14,260.83,27.51,24.86,2.0,0.0
20160723:0609,16.35,473.3,40.18,25.43,1.72,0.0
20160723:0709,23.99,688.18,52.85,25.88,2.28,0.0
20160723:0809,29.03,840.01,65.08,26.34,2.84,0.0
20160723:0909,32.71,953.48,75.34,26.8,3.39,0.0
20160723:1009,32.69,946.97,77.03,26.63,4.03,0.0
20160723:1109,29.21,834.5,68.06,26.46,4.66,0.0
20160723:1209,27.0,762.28,56.09,26.3,5.3,0.0
20160723:1309,22.96,643.15,43.48,26.12,5.45,0.0
20160723:1409,14.27,406.87,30.79,25.95,5.61,0.0
20160723:1509,6.83,220.06,18.25,25.77,5.77,0.0
20160723:1609,0.81,40.05,6.06,25.56,5.08,0.0
20160723:1709,0.0,0.0,0.0,25.34,4.39,0.0
20160723:1809,0.0,0.0,0.0,25.13,3.7,0.0
20160723:1909,0.0,0.0,0.0,24.93,3.23,0.0
20160723:2009,0.0,0.0,0.0,24.73,2.76,0.0
20160723:2109,0.0,0.0,0.0,24.53,2.29,0.0
20160723:2209,0.0,0.0,0.0,24.43,2.32,0.0
20160723:2309,0.0,0.0,0.0,24.34,2.34,0.0
20160724:0009,0.0,0.0,0.0,24.25,2.37,0.0
20160724:0109,0.0,0.0,0.0,24.03,2.34,0.0
20160724:0209,0.0,0.0,0.0,23.81,2.31,0.0
20160724:0309,0.0,0.0,0.0,23.6,2.28,0.0
20160724:0409,2.58,91.06,14.94,24.54,2.4,0.0
20160724:0509,7.96,246.19,27.41,25.48,2.52,0.0
20160724:0609,16.17,467.07,40.09,26.42,2.65,0.0
20160724:0709,23.02,658.22,52.75,26.89,3.13,0.0
20160724:0809,29.43,848.98,64.96,27.36,3.61,0.0
20160724:0909,32.48,943.88,75.17,27.84,4.1,0.0
20160724:1009,30.01,866.17,76.84,27.79,4.62,0.0
20160724:1109,32.7,940.49,67.94,27.74,5.14,0.0
20160724:1209,28.04,795.58,56.0,27.7,5.67,0.0
20160724:1309,23.87,672.97,43.4,27.52,5.52,0.0
20160724:1409,15.97,458.08,30.7,27.35,5.37,0.0
20160724:1509,7.08,232.92,18.16,27.17,5.23,0.0
20160724:1609,0.73,38.22,5.95,26.86,4.59,0.0
20160724:1709,0.0,0.0,0.0,26.54,3.95,0.0
20160724:1809,0.0,0.0,0.0,26.22,3.31,0.0
20160724:1909,0.0,0.0,0.0,25.9,2.88,0.0
20160724:2009,0.0,0.0,0.0,25.58,2.45,0.0
20160724:2109,0.0,0.0,0.0,25.26,2.01,0.0
20160724:2209,0.0,0.0,0.0,25.1,2.06,0.0
20160724:2309,0.0,0.0,0.0,24.95,2.1,0.0
20160725:0009,0.0,0.0,0.0,24.8,2.14,0.0
20160725:0109,0.0,0.0,0.0,24.87,2.23,0.0
20160725:0209,0.0,0.0,0.0,24.93,2.31,0.0
20160725:0309,0.0,0.0,0.0,25.0,2.4,0.0
20160725:0409,2.56,89.91,14.83,25.8,2.69,0.0
20160725:0509,7.87,243.88,27.31,26.6,2.99,0.0
20160725:0609,16.31,471.39,39.99,27.4,3.28,0.0
20160725:0709,22.86,655.5,52.65,28.02,3.46,0.0
20160725:0809,27.45,795.59,64.84,28.65,3.64,0.0
20160725:0909,31.24,916.25,74.99,29.28,3.82,0.0
20160725:1009,33.18,973.81,76.65,29.26,4.19,0.0
20160725:1109,32.81,956.2,67.82,29.24,4.57,0.0
20160725:1209,29.44,846.78,55.9,29.22,4.94,0.0
20160725:1309,23.91,680.54,43.31,28.94,5.08,0.0
20160725:1409,15.78,455.63,30.61,28.66,5.21,0.0
20160725:1509,6.85,224.88,18.06,28.37,5.35,0.0
20160725:1609,0.73,38.25,5.85,27.83,4.89,0.0
20160725:1709,0.0,0.0,0.0,27.28,4.43,0.0
20160725:1809,0.0,0.0,0.0,26.73,3.97,0.0
20160725:1909,0.0,0.0,0.0,26.44,2.95,0.0
20160725:2009,0.0,0.0,0.0,26.15,1.93,0.0
20160725:2109,0.0,0.0,0.0,25.86,0.91,0.0
20160725:2209,0.0,0.0,0.0,25.48,1.34,0.0
20160725:2309,0.0,0.0,0.0,25.11,1.77,0.0
20160726:0009,0.0,0.0,0.0,24.73,2.19,0.0
20160726:0109,0.0,0.0,0.0,24.43,2.5,0.0
20160726:0209,0.0,0.0,0.0,24.12,2.8,0.0
20160726:0309,0.0,0.0,0.0,23.82,3.1,0.0
20160726:0409,2.45,88.4,14.72,24.8,2.89,0.0
20160726:0509,8.02,250.87,27.21,25.78,2.67,0.0
20160726:0609,16.53,478.72,39.9,26.76,2.46,0.0
20160726:0709,23.49,676.96,52.54,27.54,2.63,0.0
20160726:0809,29.48,862.99,64.71,28.33,2.8,0.0
20160726:0909,30.64,906.16,74.8,29.12,2.97,0.0
20160726:1009,33.84,1001.92,76.45,29.21,3.54,0.0
20160726:1109,32.87,962.99,67.68,29.3,4.11,0.0
20160726:1209,29.37,847.49,55.8,29.39,4.68,0.0
20160726:1309,23.58,673.12,43.21,29.05,4.7,0.0
20160726:1409,16.02,463.66,30.52,28.71,4.72,0.0
20160726:1509,7.02,232.91,17.96,28.36,4.74,0.0
20160726:1609,0.63,35.66,5.73,27.76,4.26,0.0
20160726:1709,0.0,0.0,0.0,27.16,3.77,0.0
20160726:1809,0.0,0.0,0.0,26.56,3.28,0.0
20160726:1909,0.0,0.0,0.0,26.14,2.54,0.0
20160726:2009,0.0,0.0,0.0,25.72,1.8,0.0
20160726:2109,0.0,0.0,0.0,25.3,1.06,0.0
20160726:2209,0.0,0.0,0.0,25.23,1.31,0.0
20160726:2309,0.0,0.0,0.0,25.17,1.56,0.0
20160727:0009,0.0,0.0,0.0,25.1,1.81,0.0
20160727:0109,0.0,0.0,0.0,24.67,1.89,0.0
20160727:0209,0.0,0.0,0.0,24.23,1.96,0.0
20160727:0309,0.0,0.0,0.0,23.8,2.04,0.0
20160727:0409,2.46,88.47,14.62,24.64,2.06,0.0
20160727:0509,7.63,234.08,27.11,25.48,2.08,0.0
20160727:0609,14.45,418.68,39.8,26.33,2.1,0.0
20160727:0709,23.11,665.32,52.44,27.1,2.53,0.0
20160727:0809,29.35,855.11,64.59,27.87,2.96,0.0
20160727:0909,32.97,970.97,74.61,28.65,3.39,0.0
20160727:1009,33.59,986.05,76.24,28.61,3.93,0.0
20160727:1109,32.6,947.62,67.54,28.57,4.46,0.0
20160727:1209,29.11,833.83,55.69,28.54,4.99,0.0
20160727:1309,23.53,666.61,43.12,28.08,5.12,0.0
20160727:1409,15.79,453.57,30.42,27.62,5.25,0.0
20160727:1509,7.04,231.58,17.85,27.15,5.38,0.0
20160727:1609,0.44,28.46,5.62,26.66,4.98,0.0
20160727:1709,0.0,0.0,0.0,26.16,4.58,0.0
20160727:1809,0.0,0.0,0.0,25.67,4.18,0.0
20160727:1909,0.0,0.0,0.0,25.3,3.63,0.0
20160727:2009,0.0,0.0,0.0,24.94,3.08,0.0
20160727:2109,0.0,0.0,0.0,24.58,2.52,0.0
20160727:2209,0.0,0.0,0.0,24.47,2.28,0.0
20160727:2309,0.0,0.0,0.0,24.36,2.04,0.0
20160728:0009,0.0,0.0,0.0,24.25,1.79,0.0
20160728:0109,0.0,0.0,0.0,24.15,1.79,0.0
20160728:0209,0.0,0.0,0.0,24.04,1.79,0.0
20160728:0309,0.0,0.0,0.0,23.94,1.79,0.0
20160728:0409,2.26,84.16,14.51,24.63,1.79,0.0
20160728:0509,7.93,247.5,27.01,25.32,1.79,0.0
20160728:0609,16.02,464.52,39.7,26.02,1.79,0.0
20160728:0709,23.74,683.93,52.33,26.61,2.24,0.0
20160728:0809,29.8,868.73,64.46,27.21,2.69,0.0
20160728:0909,32.29,949.21,74.42,27.81,3.13,0.0
20160728:1009,34.46,1008.45,76.02,27.7,3.89,0.0
20160728:1109,33.55,969.69,67.4,27.59,4.66,0.0
20160728:1209,30.02,853.14,55.58,27.49,5.42,0.0
20160728:1309,24.24,681.58,43.01,27.3,5.74,0.0
20160728:1409,16.3,465.58,30.31,27.11,6.06,0.0
20160728:1509,7.09,233.11,17.74,26.92,6.39,0.0
20160728:1609,0.45,28.61,5.49,26.48,5.93,0.0
20160728:1709,0.0,0.0,0.0,26.03,5.47,0.0
20160728:1809,0.0,0.0,0.0,25.58,5.01,0.0
20160728:1909,0.0,0.0,0.0,25.41,4.43,0.0
20160728:2009,0.0,0.0,0.0,25.25,3.85,0.0
20160728:2109,0.0,0.0,0.0,25.09,3.27,0.0
20160728:2209,0.0,0.0,0.0,24.9,2.82,0.0
20160728:2309,0.0,0.0,0.0,24.71,2.37,0.0
20160729:0009,0.0,0.0,0.0,24.52,1.92,0.0
20160729:0109,0.0,0.0,0.0,24.42,1.68,0.0
20160729:0209,0.0,0.0,0.0,24.31,1.45,0.0
20160729:0309,0.0,0.0,0.0,24.21,1.21,0.0
20160729:0409,2.48,87.13,14.4,24.75,1.11,0.0
20160729:0509,7.83,243.65,26.91,25.29,1.0,0.0
20160729:0609,14.77,430.83,39.6,25.83,0.9,0.0
20160729:0709,22.5,652.91,52.23,26.52,1.5,0.0
20160729:0809,28.74,843.51,64.33,27.21,2.11,0.0
20160729:0909,31.58,933.04,74.22,27.91,2.72,0.0
20160729:1009,29.79,868.41,75.8,27.95,3.65,0.0
20160729:1109,32.09,928.55,67.25,28.0,4.58,0.0
20160729:1209,28.23,803.47,55.46,28.05,5.52,0.0
20160729:1309,23.91,674.13,42.91,27.68,5.65,0.0
20160729:1409,15.56,445.57,30.21,27.32,5.77,0.0
20160729:1509,6.06,193.97,17.63,26.95,5.9,0.0
20160729:1609,0.62,32.66,5.37,26.63,5.6,0.0
20160729:1709,0.0,0.0,0.0,26.3,5.3,0.0
20160729:1809,0.0,0.0,0.0,25.97,4.99,0.0
20160729:1909,0.0,0.0,0.0,25.9,4.52,0.0
20160729:2009,0.0,0.0,0.0,25.84,4.05,0.0
20160729:2109,0.0,0.0,0.0,25.78,3.57,0.0
20160729:2209,0.0,0.0,0.0,25.8,3.31,0.0
20160729:2309,0.0,0.0,0.0,25.82,3.06,0.0
20160730:0009,0.0,0.0,0.0,25.84,2.8,0.0
20160730:0109,0.0,0.0,0.0,25.8,2.54,0.0
20160730:0209,0.0,0.0,0.0,25.76,2.29,0.0
20160730:0309,0.0,0.0,0.0,25.72,2.03,0.0
20160730:0409,2.39,84.64,14.28,25.93,1.96,0.0
20160730:0509,7.95,251.82,26.81,26.15,1.89,0.0
20160730:0609,16.17,469.48,39.5,26.37,1.82,0.0
20160730:0709,23.46,675.12,52.12,26.87,2.45,0.0
20160730:0809,29.53,857.4,64.19,27.38,3.08,0.0
20160730:0909,32.84,959.57,74.02,27.89,3.71,0.0
20160730:1009,34.35,1000.52,75.58,27.86,4.4,0.0
20160730:1109,33.36,961.41,67.09,27.84,5.09,0.0
20160730:1209,29.6,840.34,55.34,27.82,5.78,0.0
20160730:1309,23.97,674.89,42.79,27.68,5.88,0.0
20160730:1409,15.92,455.97,30.09,27.54,5.98,0.0
20160730:1509,6.91,227.04,17.51,27.39,6.08,0.0
20160730:1609,0.44,27.85,5.23,27.07,5.66,0.0
20160730:1709,0.0,0.0,0.0,26.74,5.24,0.0
20160730:1809,0.0,0.0,0.0,26.42,4.81,0.0
20160730:1909,0.0,0.0,0.0,26.21,4.3,0.0
20160730:2009,0.0,0.0,0.0,26.0,3.79,0.0
20160730:2109,0.0,0.0,0.0,25.79,3.28,0.0
20160730:2209,0.0,0.0,0.0,25.59,2.93,0.0
20160730:2309,0.0,0.0,0.0,25.4,2.58,0.0
20160731:0009,0.0,0.0,0.0,25.2,2.23,0.0
20160731:0109,0.0,0.0,0.0,25.37,1.76,0.0
20160731:0209,0.0,0.0,0.0,25.54,1.29,0.0
20160731:0309,0.0,0.0,0.0,25.71,0.81,0.0
20160731:0409,2.17,77.7,14.17,25.98,1.08,0.0
20160731:0509,7.83,245.59,26.71,26.25,1.35,0.0
20160731:0609,16.02,466.31,39.4,26.52,1.61,0.0
20160731:0709,23.71,684.88,52.01,27.18,2.23,0.0
20160731:0809,29.26,853.86,64.05,27.85,2.84,0.0
20160731:0909,32.66,960.48,73.82,28.52,3.45,0.0
20160731:1009,34.21,1001.49,75.34,28.42,4.2,0.0
20160731:1109,33.24,961.35,66.93,28.32,4.95,0.0
20160731:1209,29.73,846.46,55.2,28.23,5.7,0.0
20160731:1309,23.93,674.64,42.67,27.9,5.79,0.0
20160731:1409,16.08,460.49,29.97,27.58,5.88,0.0
20160731:1509,6.94,228.04,17.38,27.25,5.97,0.0
20160731:1609,0.43,27.28,5.1,26.88,5.58,0.0
20160731:1709,0.0,0.0,0.0,26.5,5.19,0.0
20160731:1809,0.0,0.0,0.0,26.13,4.8,0.0
20160731:1909,0.0,0.0,0.0,26.05,4.35,0.0
20160731:2009,0.0,0.0,0.0,25.98,3.9,0.0
20160731:2109,0.0,0.0,0.0,25.91,3.45,0.0
20160731:2209,0.0,0.0,0.0,25.75,3.17,0.0
20160731:2309,0.0,0.0,0.0,25.6,2.89,0.0
20160801:0009,0.0,0.0,0.0,25.44,2.61,0.0
20160801:0109,0.0,0.0,0.0,25.31,2.55,0.0
20160801:0209,0.0,0.0,0.0,25.19,2.5,0.0
20160801:0309,0.0,0.0,0.0,25.06,2.44,0.0
20160801:0409,2.24,83.01,14.06,25.8,2.27,0.0
20160801:0509,7.95,257.9,26.6,26.54,2.09,0.0
20160801:0609,16.5,481.06,39.3,27.29,1.92,0.0
20160801:0709,23.79,686.53,51.9,28.12,2.75,0.0
20160801:0809,29.46,856.99,63.91,28.95,3.59,0.0
20160801:0909,32.93,964.0,73.61,29.78,4.43,0.0
20160801:1009,34.66,1011.31,75.11,29.6,5.14,0.0
20160801:1109,33.48,966.43,66.75,29.42,5.84,0.0
20160801:1209,30.0,853.7,55.07,29.24,6.55,0.0
20160801:1309,23.87,673.41,42.55,28.86,6.57,0.0
20160801:1409,16.13,463.06,29.85,28.49,6.58,0.0
20160801:1509,6.84,226.27,17.25,28.11,6.59,0.0
20160801:1609,0.39,26.17,4.95,27.75,6.05,0.0
20160801:1709,0.0,0.0,0.0,27.39,5.51,0.0
20160801:1809,0.0,0.0,0.0,27.03,4.97,0.0
20160801:1909,0.0,0.0,0.0,26.89,4.38,0.0
20160801:2009,0.0,0.0,0.0,26.75,3.8,0.0
20160801:2109,0.0,0.0,0.0,26.61,3.21,0.0
20160801:2209,0.0,0.0,0.0,26.33,3.2,0.0
20160801:2309,0.0,0.0,0.0,26.05,3.2,0.0
20160802:0009,0.0,0.0,0.0,25.76,3.19,0.0
20160802:0109,0.0,0.0,0.0,25.62,2.89,0.0
20160802:0209,0.0,0.0,0.0,25.48,2.59,0.0
20160802:0309,0.0,0.0,0.0,25.33,2.29,0.0
20160802:0409,2.24,82.45,13.95,26.08,2.21,0.0
20160802:0509,7.93,256.36,26.5,26.82,2.13,0.0
20160802:0609,16.44,479.13,39.19,27.57,2.06,0.0
20160802:0709,23.08,667.12,51.79,28.34,2.67,0.0
20160802:0809,29.52,862.35,63.77,29.1,3.28,0.0
20160802:0909,32.76,965.02,73.39,29.87,3.89,0.0
20160802:1009,34.08,1001.43,74.86,29.78,4.47,0.0
20160802:1109,33.22,966.47,66.58,29.7,5.05,0.0
20160802:1209,29.66,850.53,54.93,29.61,5.63,0.0
20160802:1309,23.71,673.23,42.42,29.28,5.7,0.0
20160802:1409,15.97,460.75,29.72,28.96,5.77,0.0
20160802:1509,6.73,223.08,17.11,28.63,5.85,0.0
20160802:1609,0.38,25.81,4.81,28.16,5.35,0.0
20160802:1709,0.0,0.0,0.0,27.69,4.85,0.0
20160802:1809,0.0,0.0,0.0,27.21,4.34,0.0
20160802:1909,0.0,0.0,0.0,26.95,3.91,0.0
20160802:2009,0.0,0.0,0.0,26.69,3.47,0.0
20160802:2109,0.0,0.0,0.0,26.42,3.03,0.0
20160802:2209,0.0,0.0,0.0,26.11,2.92,0.0
20160802:2309,0.0,0.0,0.0,25.8,2.81,0.0
20160803:0009,0.0,0.0,0.0,25.48,2.7,0.0
20160803:0109,0.0,0.0,0.0,25.25,2.5,0.0
